user_id,device_age_days,sim_swap_count_3m,avg_monthly_inflow,inflow_volatility,utility_bill_payment_ratio,airtime_topup_freq_pm,avg_airtime_topup_val,default_within_30_days
user_100460,402,0,8714.29,0.709,0.702,9,118.36,0
user_100461,547,0,21486.27,0.518,0.833,19,70.72,0
user_100462,128,0,37122.5,0.462,0.95,21,75.42,0
user_100463,921,0,3824.95,0.683,0.882,25,68.04,0
user_100464,774,0,2003.92,0.227,0.918,36,48.06,0
user_100465,66,0,34927.31,0.782,0.374,30,68.39,0
user_100466,309,0,6082.17,0.215,0.367,10,66.23,0
user_100467,378,0,4498.57,0.419,0.856,10,98.64,0
user_100468,526,0,7247.8,0.773,0.936,25,123.22,0
user_100469,331,0,5087.4,0.3,0.75,14,105.06,0
user_100470,210,0,25672.87,0.175,0.68,22,221.48,0
user_100471,636,0,17097.66,0.355,0.626,11,172.77,0
user_100472,128,0,4746.3,0.225,0.73,32,163.17,0
user_100473,729,0,15140.33,0.611,0.828,32,47.18,0
user_100474,145,0,5499.63,0.74,0.696,33,98.57,0
user_100475,220,0,5301.4,0.693,0.794,16,81.91,0
user_100476,282,0,15574.59,0.157,0.672,16,53.13,0
user_100477,957,0,18390.36,0.763,0.777,13,39.16,0
user_100478,190,0,8374.35,0.602,0.742,24,120.75,0
user_100479,285,0,23621.25,0.619,0.576,31,134.87,0
user_100480,352,0,29229.83,0.462,0.816,21,45.09,0
user_100481,157,0,39215.67,0.33,0.448,6,120.84,0
user_100482,47,0,16754.9,0.239,0.777,20,107.63,0
user_100483,822,0,5727.4,0.403,0.722,13,60.47,0
user_100484,764,0,22702.59,0.654,0.802,33,47.78,0
user_100485,595,0,3711.75,0.283,0.836,28,35.29,0
user_100486,599,0,4999.0,0.717,0.829,34,82.15,0
user_100487,352,0,28827.4,0.16,0.842,24,72.16,0
user_100488,901,0,38258.07,0.087,0.197,13,84.86,0
user_100489,715,0,3035.7,0.427,0.467,25,118.77,0
user_100490,821,0,7612.15,0.747,0.803,12,64.0,0
user_100491,655,1,16880.48,0.677,0.716,22,39.65,0
user_100492,317,0,43866.85,0.153,0.72,4,68.59,0
user_100493,972,0,14684.88,0.155,0.806,29,48.97,0
user_100494,883,0,27804.92,0.122,0.713,47,50.37,0
user_100495,692,0,40411.62,0.641,0.751,30,61.22,0
user_100496,991,0,12979.66,0.298,0.854,17,133.57,0
user_100497,668,0,22232.06,0.3,0.651,22,150.53,0
user_100498,184,0,18288.98,0.744,0.897,20,221.03,0
user_100499,519,0,18691.99,0.53,0.596,30,105.99,0
user_100500,415,0,12918.15,0.748,0.721,13,30.28,0
user_100501,814,0,16640.28,0.229,0.791,5,45.89,0
user_100502,133,0,14124.15,0.606,0.532,19,39.06,0
user_100503,958,0,17231.02,0.12,0.413,13,79.16,0
user_100504,422,0,12553.96,0.549,0.529,8,95.13,0
user_100505,840,0,5775.02,0.373,0.623,31,125.34,0
user_100506,275,0,19743.86,0.074,0.839,15,49.49,0
user_100507,205,0,9268.4,0.113,0.696,15,106.77,0
user_100508,68,1,4050.04,0.756,0.683,31,118.91,0
user_100509,506,1,30589.81,0.639,0.37,38,78.55,0
user_100510,711,0,5001.42,0.651,0.868,25,58.46,0
user_100511,788,1,13671.07,0.074,0.701,9,69.75,0
user_100512,567,0,21154.47,0.612,0.442,11,61.94,0
user_100513,896,0,17649.19,0.07,0.977,7,48.51,0
user_100514,847,0,4630.66,0.263,0.751,19,75.48,0
user_100515,950,0,5237.64,0.423,0.831,23,27.85,0
user_100516,437,0,4417.47,0.344,0.486,22,58.73,0
user_100517,554,0,3129.7,0.156,0.524,14,99.38,0
user_100518,857,0,6995.91,0.787,0.767,6,99.67,0
user_100519,535,0,13139.42,0.09,0.776,7,154.29,0
user_100520,932,0,4848.37,0.563,0.668,31,70.96,0
user_100521,854,0,55034.28,0.643,0.767,41,131.28,0
user_100522,65,0,20001.23,0.258,0.553,11,72.29,0
user_100523,714,0,15135.68,0.355,0.632,18,133.85,0
user_100524,49,0,19158.16,0.113,0.58,18,59.74,0
user_100525,350,0,10589.19,0.32,0.835,28,87.07,0
user_100526,805,0,11520.58,0.311,0.813,22,129.05,0
user_100527,541,0,34928.17,0.072,0.621,34,173.39,0
user_100528,429,0,21198.75,0.248,0.717,39,131.96,0
user_100529,683,0,15307.78,0.746,0.732,37,100.8,0
user_100530,912,1,46999.89,0.558,0.817,8,124.78,0
user_100531,500,0,18299.13,0.061,0.623,13,40.15,0
user_100532,172,0,9629.67,0.438,0.564,23,92.0,0
user_100533,121,0,2729.31,0.311,0.681,23,85.96,0
user_100534,383,0,9431.08,0.789,0.583,26,89.54,0
user_100535,863,0,40815.22,0.761,0.75,12,195.1,0
user_100536,829,0,2685.16,0.565,0.444,16,97.69,0
user_100537,756,0,5060.46,0.064,0.796,19,57.86,0
user_100538,988,0,26812.41,0.16,0.516,28,168.22,0
user_100539,883,1,8810.89,0.62,0.806,12,105.64,0
user_100540,80,0,5085.06,0.501,0.318,32,53.78,0
user_100541,694,0,27365.02,0.225,0.539,14,113.74,0
user_100542,727,0,14261.61,0.131,0.661,16,120.45,0
user_100543,604,0,13926.48,0.325,0.842,37,106.68,0
user_100544,219,0,7217.53,0.707,0.51,14,90.15,0
user_100545,154,0,18865.17,0.454,0.776,3,84.61,0
user_100546,179,0,31688.63,0.269,0.739,28,111.87,0
user_100547,343,0,22806.74,0.117,0.931,21,102.95,0
user_100548,599,0,16217.73,0.186,0.884,14,31.84,0
user_100549,371,0,8473.74,0.363,0.614,24,51.38,0
user_100550,334,0,30945.02,0.618,0.86,22,97.86,0
user_100551,721,0,14524.38,0.414,0.851,19,72.02,0
user_100552,711,0,35052.61,0.403,0.84,20,54.79,0
user_100553,867,0,6399.04,0.259,0.787,26,47.75,0
user_100554,812,0,17932.56,0.238,0.771,28,60.13,0
user_100555,83,0,43044.18,0.554,0.738,12,154.72,0
user_100556,473,0,9028.13,0.585,0.594,14,187.57,0
user_100557,642,0,47320.79,0.771,0.493,20,63.91,0
user_100558,293,0,9475.11,0.725,0.761,32,133.06,0
user_100559,82,0,10635.48,0.489,0.464,31,144.61,0
user_100560,601,2,26633.09,0.508,0.815,12,68.96,0
user_100561,649,0,6532.23,0.344,0.859,11,34.42,0
user_100562,34,0,20356.16,0.78,0.72,22,64.44,0
user_100563,132,0,7315.65,0.738,0.823,30,51.24,0
user_100564,225,0,15512.54,0.082,0.97,45,154.94,0
user_100565,803,0,24439.02,0.329,0.669,16,201.56,0
user_100566,906,1,2397.31,0.351,0.787,31,129.6,0
user_100567,913,1,3389.58,0.252,0.913,27,34.55,0
user_100568,379,0,42856.83,0.381,0.16,22,58.84,0
user_100569,76,0,27378.4,0.388,0.646,23,163.66,0
user_100570,896,0,33434.72,0.633,0.882,23,82.24,0
user_100571,852,0,10668.96,0.733,0.568,34,38.23,0
user_100572,965,0,20900.31,0.446,0.791,7,94.33,0
user_100573,849,0,97439.98,0.243,0.504,29,122.68,0
user_100574,685,0,10498.54,0.452,0.617,16,207.2,0
user_100575,298,0,30138.19,0.183,0.697,18,59.83,0
user_100576,399,0,3239.04,0.313,0.872,42,52.08,0
user_100577,665,2,13774.42,0.451,0.576,13,91.26,0
user_100578,135,0,8079.87,0.764,0.92,19,95.58,0
user_100579,699,1,13106.42,0.402,0.683,22,55.42,0
user_100580,688,0,3816.83,0.058,0.713,15,189.38,0
user_100581,686,0,8875.44,0.133,0.785,6,86.05,0
user_100582,149,0,3194.25,0.349,0.733,17,82.39,0
user_100583,860,0,11052.15,0.177,0.698,32,65.44,0
user_100584,816,0,10745.43,0.292,0.75,6,89.63,0
user_100585,633,0,8000.68,0.703,0.878,9,84.32,0
user_100586,87,0,46437.96,0.566,0.609,20,132.42,0
user_100587,980,0,3298.63,0.527,0.835,18,102.06,0
user_100588,375,0,28134.14,0.345,0.587,11,77.53,0
user_100589,770,1,8575.88,0.628,0.828,25,108.77,0
user_100590,503,0,5334.29,0.799,0.677,31,92.7,0
user_100591,146,0,6773.33,0.3,0.908,9,116.96,0
user_100592,859,1,36825.57,0.551,0.706,6,94.34,0
user_100593,820,0,28135.85,0.201,0.789,15,66.8,0
user_100594,156,0,2238.25,0.124,0.669,18,82.66,0
user_100595,422,0,4390.73,0.778,0.868,30,101.67,0
user_100596,937,0,18860.2,0.203,0.852,8,62.67,0
user_100597,670,1,7728.0,0.127,0.416,20,222.3,0
user_100598,87,0,39725.75,0.412,0.743,32,238.63,0
user_100599,663,0,25161.89,0.572,0.828,11,51.34,0
user_100600,542,1,33196.28,0.05,0.455,7,80.9,0
user_100601,780,0,5214.07,0.349,0.92,27,72.46,0
user_100602,831,1,4450.23,0.402,0.863,20,176.62,0
user_100603,125,0,42308.27,0.42,0.379,28,122.46,0
user_100604,667,0,9767.6,0.351,0.551,29,43.64,0
user_100605,147,0,10060.54,0.165,0.529,24,40.98,0
user_100606,589,1,19307.31,0.585,0.633,18,34.2,0
user_100607,630,0,9598.8,0.528,0.717,15,116.86,0
user_100608,517,1,33214.6,0.075,0.529,21,66.44,0
user_100609,266,0,49940.17,0.502,0.87,46,132.02,0
user_100610,914,0,8063.67,0.615,0.436,16,65.64,0
user_100611,926,0,5499.0,0.145,0.352,16,86.28,0
user_100612,301,0,3174.38,0.622,0.972,34,75.96,0
user_100613,218,0,5618.9,0.245,0.609,8,71.71,0
user_100614,733,1,4252.67,0.558,0.453,16,78.84,0
user_100615,476,0,2443.29,0.552,0.834,24,98.99,0
user_100616,610,0,2716.72,0.474,0.955,16,95.8,0
user_100617,819,2,12680.78,0.217,0.618,6,81.78,0
user_100618,890,0,20454.43,0.256,0.76,18,65.28,0
user_100619,276,1,63347.63,0.405,0.629,13,130.49,0
user_100620,992,0,4538.36,0.07,0.8,27,44.35,0
user_100621,105,0,19971.34,0.362,0.437,12,206.06,0
user_100622,183,0,14111.44,0.57,0.387,16,73.98,0
user_100623,685,0,11754.92,0.052,0.887,11,90.08,0
user_100624,464,0,21193.41,0.604,0.602,21,66.46,0
user_100625,115,2,6090.04,0.373,0.906,30,70.66,0
user_100626,726,0,7594.06,0.415,0.744,41,55.64,0
user_100627,314,0,9282.52,0.217,0.68,9,76.36,0
user_100628,249,3,5020.66,0.361,0.868,16,61.26,0
user_100629,98,0,11769.18,0.429,0.622,20,50.89,0
user_100630,76,1,4121.15,0.784,0.889,38,41.8,0
user_100631,123,0,7744.03,0.515,0.634,23,47.11,0
user_100632,779,0,3801.4,0.523,0.681,28,140.32,0
user_100633,987,0,2548.14,0.798,0.648,6,59.76,0
user_100634,482,0,8582.46,0.077,0.626,26,65.97,0
user_100635,233,0,16417.38,0.703,0.889,11,87.61,0
user_100636,941,0,4471.18,0.643,0.758,8,274.13,0
user_100637,247,0,77440.86,0.085,0.543,12,31.27,0
user_100638,503,0,6810.28,0.382,0.857,20,116.97,0
user_100639,461,2,2344.34,0.438,0.605,14,43.46,0
user_100640,370,0,2426.52,0.075,0.903,12,178.24,0
user_100641,580,0,18474.77,0.386,0.674,13,60.92,0
user_100642,641,0,18624.05,0.71,0.865,16,54.93,0
user_100643,318,0,36949.78,0.071,0.797,23,85.5,0
user_100644,283,0,3428.53,0.671,0.941,41,75.18,0
user_100645,763,0,9082.94,0.679,0.85,11,165.73,0
user_100646,386,0,35010.33,0.052,0.911,19,104.14,0
user_100647,52,0,25968.37,0.732,0.728,15,53.39,0
user_100648,791,0,5987.83,0.587,0.708,17,33.34,0
user_100649,551,1,35104.66,0.755,0.766,4,71.19,0
user_100650,787,0,19129.84,0.747,0.842,29,70.19,0
user_100651,866,0,6604.34,0.236,0.882,41,83.64,0
user_100652,129,0,2687.9,0.438,0.554,7,136.82,0
user_100653,831,0,12320.7,0.417,0.279,10,139.34,0
user_100654,209,0,20728.15,0.582,0.888,24,145.21,0
user_100655,252,0,6692.83,0.486,0.807,12,139.43,0
user_100656,935,0,4772.12,0.773,0.881,26,99.64,0
user_100657,791,0,3173.98,0.428,0.784,30,181.36,0
user_100658,688,0,29679.74,0.33,0.647,10,101.71,0
user_100659,471,0,2844.29,0.794,0.43,17,80.82,0
user_100660,637,0,16101.21,0.495,0.899,16,87.18,0
user_100661,798,0,23610.83,0.357,0.88,14,47.37,0
user_100662,354,0,24744.81,0.315,0.769,52,101.81,0
user_100663,545,0,17906.74,0.581,0.592,19,80.22,0
user_100664,45,0,17867.64,0.717,0.634,18,100.92,0
user_100665,821,0,11639.43,0.183,0.458,17,130.22,0
user_100666,365,0,10085.98,0.329,0.581,7,121.18,0
user_100667,788,0,4216.28,0.099,0.888,28,113.22,0
user_100668,287,0,13497.18,0.256,0.763,8,125.98,0
user_100669,526,0,3105.18,0.738,0.8,8,85.96,0
user_100670,925,0,11472.24,0.534,0.808,20,55.36,0
user_100671,189,0,21690.13,0.734,0.82,15,87.52,0
user_100672,504,0,10774.16,0.468,0.722,19,141.47,0
user_100673,881,0,12647.78,0.79,0.654,16,18.31,0
user_100674,693,0,29696.96,0.527,0.643,17,55.39,0
user_100675,937,0,17601.57,0.591,0.673,26,66.88,0
user_100676,719,0,4047.55,0.697,0.853,11,67.34,0
user_100677,704,0,13744.01,0.316,0.849,15,56.33,0
user_100678,409,0,8801.93,0.272,0.683,19,126.33,0
user_100679,574,0,5475.81,0.18,0.688,26,136.59,0
user_100680,958,2,17660.53,0.58,0.348,19,72.32,0
user_100681,986,1,9328.71,0.664,0.639,24,91.31,0
user_100682,720,0,23870.52,0.342,0.805,30,184.66,0
user_100683,456,0,15246.5,0.051,0.831,56,102.4,0
user_100684,642,0,3651.52,0.731,0.923,17,189.47,0
user_100685,297,0,8469.81,0.593,0.609,8,179.19,0
user_100686,864,0,6717.43,0.714,0.658,33,76.95,0
user_100687,606,0,4437.3,0.708,0.79,16,47.55,0
user_100688,446,0,26158.04,0.419,0.881,17,105.16,0
user_100689,197,1,9134.98,0.616,0.828,33,166.3,0
user_100690,871,0,16249.99,0.686,0.788,9,71.63,0
user_100691,72,0,34057.6,0.083,0.637,24,80.71,0
user_100692,585,1,13746.3,0.659,0.526,9,78.56,0
user_100693,314,0,6477.72,0.425,0.576,14,97.59,0
user_100694,426,0,25458.71,0.317,0.736,11,236.84,0
user_100695,41,0,10584.0,0.179,0.607,27,130.95,0
user_100696,636,0,14446.07,0.219,0.895,18,61.46,0
user_100697,331,0,36854.56,0.647,0.483,16,114.41,0
user_100698,927,0,12078.87,0.698,0.704,39,121.25,0
user_100699,282,0,8112.63,0.772,0.437,10,79.03,0
user_100700,528,0,21495.89,0.16,0.744,27,82.38,0
user_100701,783,0,4149.4,0.437,0.797,20,102.24,0
user_100702,64,0,38753.1,0.738,0.841,4,49.22,0
user_100703,756,1,39073.29,0.215,0.495,37,113.81,0
user_100704,878,0,14991.36,0.232,0.688,16,115.7,0
user_100705,119,0,4513.79,0.457,0.9,18,96.06,0
user_100706,805,0,11024.69,0.478,0.755,22,76.91,0
user_100707,634,0,10256.63,0.194,0.337,22,122.38,0
user_100708,951,0,7314.03,0.439,0.673,24,74.43,0
user_100709,999,0,4887.4,0.734,0.888,19,108.8,0
user_100710,631,1,6591.67,0.488,0.533,26,53.92,0
user_100711,447,2,14163.04,0.639,0.878,37,82.71,0
user_100712,144,3,19361.43,0.631,0.542,10,128.39,0
user_100713,646,0,60380.5,0.339,0.49,13,81.33,0
user_100714,932,1,5645.57,0.641,0.527,24,84.91,0
user_100715,225,0,5422.65,0.671,0.853,34,58.54,0
user_100716,855,1,3867.02,0.368,0.66,15,117.98,0
user_100717,530,1,43951.62,0.64,0.729,35,86.82,0
user_100718,655,1,9215.34,0.795,0.841,33,83.92,0
user_100719,522,0,40651.54,0.523,0.75,18,75.65,0
user_100720,104,0,35032.34,0.237,0.732,29,54.64,0
user_100721,442,0,2674.58,0.679,0.753,23,78.77,0
user_100722,405,0,6922.79,0.14,0.719,22,103.47,0
user_100723,449,0,7404.28,0.425,0.594,7,129.23,0
user_100724,758,0,6872.39,0.723,0.828,31,250.07,0
user_100725,306,0,10309.54,0.536,0.736,43,175.3,0
user_100726,790,0,12376.46,0.779,0.58,22,48.58,0
user_100727,705,0,23294.63,0.345,0.827,15,200.93,0
user_100728,423,1,6673.53,0.446,0.758,14,56.99,0
user_100729,898,0,7323.29,0.323,0.76,30,122.88,0
user_100730,486,0,15692.16,0.54,0.647,23,195.64,0
user_100731,949,0,4963.4,0.278,0.829,8,58.74,0
user_100732,221,0,11613.81,0.253,0.354,22,128.12,0
user_100733,768,0,6334.95,0.604,0.458,26,30.69,0
user_100734,718,0,5309.51,0.782,0.725,27,165.18,0
user_100735,128,1,25819.04,0.178,0.783,21,85.92,0
user_100736,577,0,20420.03,0.705,0.724,42,161.17,0
user_100737,125,0,6311.48,0.752,0.312,39,90.64,0
user_100738,693,0,10046.6,0.627,0.734,20,98.14,0
user_100739,692,0,4512.51,0.346,0.466,39,59.19,0
user_100740,219,0,2819.51,0.097,0.751,43,75.17,0
user_100741,765,0,15200.11,0.073,0.862,29,219.17,0
user_100742,66,0,8778.07,0.497,0.944,12,65.02,0
user_100743,809,0,5483.73,0.641,0.847,24,196.74,0
user_100744,398,0,3825.84,0.279,0.706,29,79.31,0
user_100745,724,0,19092.82,0.384,0.319,21,102.45,0
user_100746,554,2,6750.69,0.238,0.709,15,158.69,0
user_100747,308,0,37690.2,0.659,0.795,18,73.7,0
user_100748,246,1,5212.86,0.65,0.431,20,40.5,0
user_100749,896,0,6191.25,0.6,0.438,28,141.46,0
user_100750,902,0,30631.28,0.685,0.905,10,205.5,0
user_100751,827,0,14744.58,0.166,0.689,25,72.79,0
user_100752,302,0,3720.71,0.384,0.866,61,119.52,0
user_100753,910,0,13959.63,0.662,0.925,26,255.18,0
user_100754,91,0,7525.32,0.767,0.763,16,98.93,0
user_100755,625,0,22030.69,0.654,0.611,9,227.59,0
user_100756,909,0,3214.74,0.72,0.794,18,43.96,0
user_100757,758,1,39494.62,0.065,0.61,12,99.16,0
user_100758,371,2,11757.14,0.618,0.373,21,70.56,0
user_100759,426,0,21879.97,0.156,0.403,10,102.78,0
user_100760,728,0,20294.5,0.608,0.955,16,33.39,0
user_100761,48,0,4944.8,0.104,0.699,11,94.47,0
user_100762,206,0,33815.62,0.271,0.795,6,64.89,0
user_100763,641,0,5973.19,0.562,0.652,10,250.5,0
user_100764,425,0,5171.33,0.195,0.595,14,106.47,0
user_100765,474,2,13029.61,0.639,0.969,21,81.62,0
user_100766,262,0,64548.97,0.117,0.502,15,53.43,0
user_100767,944,0,7639.93,0.671,0.535,15,52.57,0
user_100768,105,0,52052.73,0.478,0.375,22,105.17,0
user_100769,294,0,10566.36,0.064,0.762,23,117.92,0
user_100770,484,0,28997.7,0.24,0.662,17,62.69,0
user_100771,825,0,13324.84,0.412,0.875,23,71.87,0
user_100772,747,0,5446.13,0.532,0.609,8,387.82,0
user_100773,764,1,33803.11,0.555,0.779,43,109.54,0
user_100774,413,0,3120.31,0.721,0.697,19,70.77,0
user_100775,593,0,19221.19,0.379,0.658,43,165.0,0
user_100776,880,1,28646.43,0.059,0.74,29,129.37,0
user_100777,535,0,28759.14,0.25,0.735,15,49.48,0
user_100778,396,0,17976.17,0.12,0.693,36,104.85,0
user_100779,173,0,6335.19,0.679,0.812,20,55.81,0
user_100780,914,3,13378.63,0.162,0.768,27,42.26,0
user_100781,98,0,16895.0,0.319,0.828,26,83.92,0
user_100782,128,0,35067.5,0.159,0.924,22,123.29,0
user_100783,425,0,4609.37,0.437,0.863,25,97.84,0
user_100784,54,0,11380.07,0.197,0.461,13,164.86,0
user_100785,977,0,8077.54,0.623,0.598,15,89.77,0
user_100786,920,0,10371.7,0.418,0.627,33,56.39,0
user_100787,498,1,5032.65,0.422,0.83,17,177.83,0
user_100788,513,0,5677.6,0.763,0.71,11,202.79,0
user_100789,594,1,24035.29,0.291,0.813,17,55.03,0
user_100790,180,0,11762.13,0.336,0.833,22,82.83,0
user_100791,173,0,12827.74,0.494,0.959,10,149.56,0
user_100792,598,1,36165.18,0.306,0.539,21,74.41,0
user_100793,68,0,6116.15,0.672,0.904,17,73.06,0
user_100794,138,0,7990.86,0.46,0.915,31,47.55,0
user_100795,722,0,7535.91,0.052,0.564,29,142.33,0
user_100796,71,0,18148.57,0.292,0.558,25,67.12,0
user_100797,215,0,14398.49,0.424,0.693,14,70.66,0
user_100798,964,0,11566.95,0.635,0.89,39,102.68,0
user_100799,427,0,18538.6,0.605,0.938,20,116.12,0
user_100800,252,0,11922.36,0.553,0.86,13,167.99,0
user_100801,663,0,27388.82,0.675,0.882,25,83.41,0
user_100802,162,0,9920.67,0.211,0.981,16,142.34,0
user_100803,192,0,35192.21,0.395,0.613,18,225.0,0
user_100804,244,0,3911.2,0.456,0.741,23,130.78,0
user_100805,762,0,3479.88,0.78,0.864,16,64.1,0
user_100806,264,1,17993.69,0.782,0.83,28,40.65,0
user_100807,872,0,9407.21,0.423,0.747,12,75.5,0
user_100808,687,0,11124.22,0.157,0.56,10,50.64,0
user_100809,780,0,19861.83,0.716,0.815,21,110.88,0
user_100810,617,0,5622.27,0.07,0.858,24,74.91,0
user_100811,38,0,2673.83,0.389,0.855,20,62.66,0
user_100812,103,0,10667.55,0.424,0.853,28,110.32,0
user_100813,983,0,35767.74,0.16,0.557,17,44.09,0
user_100814,521,0,10987.69,0.329,0.518,40,48.76,0
user_100815,942,0,14728.23,0.554,0.57,21,62.51,0
user_100816,282,0,5504.88,0.574,0.932,19,38.54,0
user_100817,259,0,11356.39,0.634,0.805,21,81.29,0
user_100818,548,0,11827.79,0.48,0.6,11,147.31,0
user_100819,203,2,6020.96,0.27,0.85,20,127.63,0
user_100820,682,0,4683.25,0.059,0.599,17,88.51,0
user_100821,197,0,8467.69,0.504,0.603,39,109.28,0
user_100822,199,0,2594.61,0.472,0.957,19,62.02,0
user_100823,422,0,4730.96,0.525,0.639,29,72.81,0
user_100824,975,0,21715.38,0.748,0.925,30,88.71,0
user_100825,824,0,17710.26,0.228,0.908,23,117.02,0
user_100826,663,0,7626.53,0.58,0.914,18,55.8,0
user_100827,223,0,14016.4,0.2,0.593,8,154.66,0
user_100828,546,0,28525.18,0.639,0.716,19,32.68,0
user_100829,58,3,29408.75,0.073,0.55,19,173.06,0
user_100830,194,0,17936.1,0.252,0.73,8,129.85,0
user_100831,451,0,3986.75,0.243,0.725,34,131.85,0
user_100832,368,0,4667.18,0.687,0.622,16,156.65,0
user_100833,677,0,7172.75,0.461,0.661,23,173.55,0
user_100834,525,0,18662.46,0.36,0.743,25,61.11,0
user_100835,394,0,6476.17,0.233,0.783,23,143.81,0
user_100836,862,1,11366.42,0.292,0.965,19,123.61,0
user_100837,371,0,28189.66,0.591,0.65,11,165.29,0
user_100838,529,0,35352.97,0.688,0.541,34,46.28,0
user_100839,686,0,29352.97,0.119,0.873,23,62.56,0
user_100840,540,0,3856.92,0.061,0.738,21,175.01,0
user_100841,356,1,38245.4,0.462,0.644,29,78.57,0
user_100842,246,0,19286.78,0.678,0.784,34,117.99,0
user_100843,330,2,16465.94,0.067,0.536,36,69.19,0
user_100844,161,0,6266.21,0.484,0.792,19,106.28,0
user_100845,833,0,41513.89,0.661,0.881,19,65.95,0
user_100846,99,3,2262.7,0.135,0.535,15,40.06,0
user_100847,281,0,3286.41,0.321,0.865,39,224.7,0
user_100848,444,0,4502.77,0.126,0.62,45,60.04,0
user_100849,816,0,19769.63,0.079,0.67,19,97.42,0
user_100850,474,0,16626.97,0.421,0.62,22,133.29,0
user_100851,905,0,45418.71,0.549,0.671,26,98.81,0
user_100852,211,0,8438.26,0.742,0.628,18,67.62,0
user_100853,196,0,8406.85,0.281,0.603,18,56.12,0
user_100854,120,0,18608.77,0.245,0.557,14,85.59,0
user_100855,743,1,4870.26,0.517,0.768,23,63.72,0
user_100856,887,0,11355.51,0.76,0.606,30,290.39,0
user_100857,560,0,2233.3,0.189,0.937,13,66.05,0
user_100858,68,0,15448.77,0.139,0.725,26,178.58,0
user_100859,155,0,24986.49,0.682,0.716,15,53.27,0
user_100860,480,0,5417.71,0.15,0.79,23,73.24,0
user_100861,202,0,7504.57,0.376,0.863,1,83.63,0
user_100862,682,0,4120.68,0.636,0.775,23,100.0,0
user_100863,783,0,16343.98,0.331,0.825,33,132.23,0
user_100864,249,0,14452.4,0.537,0.719,19,135.28,0
user_100865,667,0,28264.69,0.645,0.738,26,129.2,0
user_100866,87,0,54771.21,0.455,0.658,42,81.46,0
user_100867,689,0,63697.03,0.2,0.846,13,70.62,0
user_100868,505,0,3700.35,0.219,0.791,20,142.29,0
user_100869,485,0,14082.53,0.788,0.934,33,85.0,0
user_100870,858,0,25385.07,0.658,0.525,32,76.67,0
user_100871,924,0,18137.35,0.29,0.793,7,79.48,0
user_100872,390,2,36093.46,0.184,0.675,13,96.22,0
user_100873,964,0,10743.4,0.261,0.909,29,31.88,0
user_100874,30,0,10355.58,0.666,0.638,27,83.1,0
user_100875,416,0,2396.89,0.497,0.432,7,219.46,0
user_100876,377,0,2236.6,0.568,0.675,32,94.09,0
user_100877,219,0,19696.33,0.542,0.725,26,95.93,0
user_100878,534,1,11564.73,0.691,0.796,19,150.69,0
user_100879,220,0,18192.33,0.791,0.458,15,196.83,0
user_100880,537,0,6081.51,0.523,0.877,23,75.84,0
user_100881,398,0,31826.72,0.503,0.648,11,155.53,0
user_100882,438,0,36974.73,0.134,0.741,35,59.94,0
user_100883,853,0,18283.81,0.741,0.685,25,135.81,0
user_100884,958,0,6881.83,0.097,0.914,15,139.6,0
user_100885,963,1,5653.18,0.558,0.672,13,45.32,0
user_100886,146,0,16732.45,0.607,0.872,31,57.95,0
user_100887,163,0,44396.93,0.299,0.791,18,113.22,0
user_100888,87,1,14945.25,0.128,0.64,36,88.75,0
user_100889,585,0,29423.69,0.369,0.704,9,81.54,0
user_100890,714,0,14500.13,0.23,0.775,19,227.35,0
user_100891,701,0,18840.56,0.495,0.609,11,75.28,0
user_100892,202,2,14582.19,0.076,0.46,43,63.41,0
user_100893,858,0,14847.84,0.086,0.502,27,102.43,0
user_100894,844,0,22162.9,0.48,0.956,22,65.27,0
user_100895,178,0,9568.79,0.154,0.663,19,88.3,0
user_100896,109,0,37150.75,0.319,0.855,24,144.71,0
user_100897,915,0,31870.67,0.706,0.751,30,27.9,0
user_100898,242,1,21381.91,0.069,0.535,28,135.48,0
user_100899,232,0,22405.08,0.162,0.728,18,95.17,0
user_100900,793,0,9997.11,0.729,0.492,26,51.09,0
user_100901,258,0,28803.95,0.335,0.451,4,93.14,0
user_100902,705,2,42458.78,0.325,0.638,21,63.32,0
user_100903,256,0,25782.06,0.465,0.856,8,59.93,0
user_100904,688,2,4141.14,0.38,0.696,21,82.53,0
user_100905,561,1,25170.35,0.631,0.729,2,76.57,0
user_100906,470,1,11370.32,0.261,0.942,10,96.15,0
user_100907,431,1,16074.19,0.163,0.404,14,71.1,0
